sentiment	text
neutral	Sunday Oliseh Arrives Nigeria To Resume Eagles Job-Former Super Eagles captain Sunday Oliseh arriived the Nnamdi A http://t.co/CH20TaUkV3
positive	It has been almost 21 years since Kurt Cobain the lead of Nirvana died.I find it truely amazing that his legacy still lives on. May he R.I.P
negative	Wednesday episodes of Big Brother are so boring now that there are no more Battle of the Block competitions.
positive	@cubsfunduh @Cubs @JArrieta34 The last run I saw was against the White Sox with two outs in the 6th... Still really good streak regardless.
positive	I'd love to be here and keep rolling on the floor laughing about John Cena... But my Driving Test is tomorrow so a WWE Network replay it is.
positive	@mrvnz_ OMG NARUTO! Im hoping FMA, has to be. Oh myyyyyy im so excited! Mine's been in aus since the wednesday, hope i get it today!
positive	LONDON, July 28 (Reuters) - British finance minister George Osborne has appointed economist Gertjan Vlieghe to serve on the Bank of
negative	I hate Jon for making me watch the Kurt Cobain documentary because I'll end up listening to Nirvana all day tomorrow.
negative	I can't believe people really like Sharknado enough for them to make a 3rd part. So stupid.
neutral	@nothonaj thank you sir Jonathan, on another note, Curtis tomorrow with Bryce Quandel and I?
neutral	WWE Monday Night RAW results - http://t.co/TnnpQJe9lp - Seth Rollins kicks off the show
neutral	Strange thing about being (really) fair-skinned: Under the sun, I sparkle like a fucking Twilight vampire.
positive	Prince George and Princess Charlotte's cousin Mia may be the coolest royal tot of all http://t.co/Armos9O4jH http://t.co/X8avrV84YP
positive	Yooooo I'm taking all of the donuts Dunkin has tomorrow. Free inhabitant yo https://t.co/SABzJPG7v9
neutral	Rather have that than the colab with Kendrick.  https://t.co/mcK2fKYxDe
positive	Prince George's latest outing at the beach may be his cutest one yet! http://t.co/hchWNblwQp http://t.co/5kDsfRHUxu
neutral	the anglos (both) had much hope in the rus. They are helpless now, as part of the iran deal assad must stay.. #Syria https://t.co/MB6AAoc2db
neutral	One thing we can be pretty sure of is the talks in Stormont tomorrow will do a deal to please the IRA. #NIpeaceprocess
neutral	@SamWallaceIndy it's Real Madrid , the transfer will go through tomorrow ,
neutral	Milan draw 20th place team Silvio makes public statement about coach New Mr. Bee rumors Management deflects responsibility again #MilanCycle
neutral	@maxwxllvxctory @billboard not the 1st time... thr are 2billion kpop fans worldwide, Queens may be small, kpop isn't http://t.co/3YA2xdQAoh
negative	Rousey is knocking women out bigger than mayweather in 30 seconds fuck you mean she cant beat may weather in a mma fight
positive	Monday Night #RAW: Roman Reigns, Dean Ambrose, Luke Harper and Bray Wyatt put on a good fight tonight. http://t.co/Dt1IASxsen
neutral	I reflected on that time Kanye West presented Friday Night Project with Justin Lee Collins. http://t.co/oHiJLtKaeV http://t.co/LfIN3ZD9jY
positive	"Kendrick's remix of J. Cole's 2014 FHD hit goes #1 for the 2nd straight week  Top Tracks: https://t.co/8VqdVxttx3 https://t.co/D19UcMo0Gl"""
positive	National Ice Cream Day is tomorrow!  You'll want to check these out. Are there Michigan additions?... http://t.co/dDZim6bzr6
negative	@PunkSunflower @LesleyMillercyp the IRA are not a religion they may be predominantly Catholic but it is not a religion not comparable
positive	So I got my 1st professional beard trim done at @finleysformen in Plano. Let me tell you there is nothing like it. Curtis is awesome!
negative	I may be Asian, but it doesn't mean I automatically like T-ara. I'm not even familiar with KPOP. #DirectionersFuneral
negative	Where the hell are the atheists? Oh, right. We're talking Islam here. They don't have the balls to say anything.  https://t.co/GaJhI9xBjx
negative	Scott Walker: building Canada border wall is a 'legitimate issue' http://t.co/cdRnJ7MlYj This RW idiot going to build one around Boston too?
positive	john cena vs seth rollins on monday night raw for US champion, team cena all the wayyy
neutral	Dana White is trying to make Anderson vs Belfort II happen. Don't bother, Anderson would pepper him just like the 1st time
neutral	Chris Evans and Robert Downey Jr. Are about to be on Jimmy Kimmel live on ABC and since Disney owns ABC they may have the Civil war preview.
neutral	If I get my C in health and social on my essay on the transgender community tomorrow , I will thank Caitlyn Jenner myself
negative	@Independent That may explain the problem we're having with Muslims fundamentalists.
neutral	"May: ""why does RBB have a baby bottle?""  Me: ""obviously something to do with Louis unless Niall got a golf club pregnant."""
negative	kinda sad you're not doing a liveshow this tuesday to talk about why kanye west is the kanye best :( @danisnotonfire
neutral	My dad is going to see Ed Sheeran tomorrow in concert, I don't try to understand my parents anymore
neutral	"No ""freefall"" to see here.  Rand is in a virtual tie with Ben Carson, Scott Walker and Marco Rubio. Tie for 2nd among voters under 50."
negative	"Go Set a Watchman is out tomorrow. This means we can expect to see speed readers on the news.    ""I read it in 45 minutes"" ""Piss off. Now!!"""
neutral	@M_Overmars11 @lgunner1982 Benzema is Football Elite Real Madrid where you're a starter to 3rd place AFC who haven't won league in 10 years
positive	Earl tomorrow then Kendrick the day after!!!!!' CANT HANDLE
positive	Can your average Saturday get any better , Find out here!  Almighty Iron Maiden with their new video http://t.co/hJsHxN0faU
positive	Someday I'm going to compose a book of the comments we receive on our Monday morning Browns posts. It'd still be better prose than Twilight.
neutral	@Perfection7 I believe Zayn's return is due for Jan so he'll probably be at the Rumble. No idea what they'll do with Hideo.
neutral	@JohnPaulFutbol Forgotten 5th starter of the presumptive world champion 1994 White Sox.
positive	Cardiff for some beers tonight and London for beers tomorrow night before we fly out to Milan on Friday, let's get packing!
neutral	I only give Kendrick his props because of his rapping style on Black Friday, his lyrical sense is there as well but it's Cole or die for me
positive	#Cubs Miguel Montero hits his 13th home run of the season and brings home Anthony Rizzo and (R) Kris Bryant. #MLB
neutral	@BleacherNation all the hoopla around the others and I'm sitting here, and my Kris Bryant man crush is 7th grade esque.
positive	Gotta get up hecka early tomorrow but I'm just gonna stay up and watch Naruto
neutral	I'm trying to sell just one lawn ticket for Jason Aldean, Cole Swindell, and Tyler Farr.. Sept 11 @ First Niagra
neutral	Tomorrow I'll be reunited with my PS4, how sad am I?
neutral	Testing out the Moto G (3rd Gen). #Motorola #HelloMoto https://t.co/n2U5GIbChD
neutral	Size 11 in the Gucci foams tomorrow $300
neutral	@_MrCuddles *WWE Monday Might Raw because of the goat John Cena
negative	Working Friday morning shift at Dunkin is actually the most stressful thing you could do. #godhelpme
neutral	Given that Watchman repeats passages whole, it seems Lee didn't want to publish a 2nd book so much as she wanted to correct Mockingbird.
neutral	@arby_18 @NHL_Campbell remember that day Chevy traded Bogo and Kane... Wonder if history could repeat itself. A 2nd p for p trade..
positive	National Ice Cream Day will hit the country this Sunday; several local #icecream spots plan on making it a #sweet one http://t.co/s0SA6dxQeS
neutral	Just Announced: Milan, Italy - Dec 23 at Blues Jam: a Lady day Tale https://t.co/OD8TCpGE2j
negative	British Government may face legal action 2 stop it exportin weapons 2 Saudi Arabia.Read: https://t.co/t8u0hkygxo #independant #stoparmstrade
neutral	briana and louis' child, which they've both decided to name Jungleworms is expected to be born on February 16th 2017, after the break
positive	The only GREAT dead Beatle is George Harrison.  May he serenade me with a sweet guitar solo as I enter the pearly gates
neutral	Retweet if you want the 3rd world invasion of Muslims and Mexicans into USA stopped &amp; mass Deportations! @DanScavino http://t.co/P9ysWR4GBI
neutral	Soooo apparently we are tent camping after the Foo Fighters concert tomorrow night..... Instead of bar hopping and sleeping in a hotel....
neutral	@JohnFromCranber Iran makes it to 2nd coming. Next door, however, doesn't: https://t.co/nxd7UvXyCc
neutral	Bleach is strangely in the top 10 for most faved anime above both Naruto series by a fair bit, but the manga is 3rd, 10k behind Naruto at #1
negative	"@SpecterWSA scriptures in Islamic text suggests ""Allah"" in Islam may be Satan. When compared to the bible  Though its purely hypothetical."
negative	New rule: if you don't like Christians, you have to work Christmas and Easter.  https://t.co/QY4FGqxY8p
neutral	I come through the drive through at dunkin just about every Sunday and it's been two weeks since my regular doughnut girl has been there.
positive	@zackwagner11 Thor is ready for the game tomorrow. https://t.co/ruSqOsmC83
neutral	@Lady_of_War_Sif ~ remembering how he and Thor sat here in the exact same place years ago. He manipulated Thor into attacking Jotunheim ~
neutral	Mirror: David De Gea's mansion still on the market - despite Real Madrid transfer collapse http://t.co/qXBIwFOzgU #mufc
negative	#smdh.. see how shady America is.. 1st they were pouring out love for Caitlyn Jenner.. now reading all the HATE FILLED tweets.. #pathetic
negative	December is almost here with us. Still no Frank Ocean album. But Boys Don't Cry. They don't give a fuck.
negative	Dustin Johnson just can't do Sunday's
neutral	@kanechoa Hi, Kane. We're sorry for the inconvenience. May we please have your ticket number and e-mail address via DM? Thank you.
positive	Katy Perry was all smiles&amp;#160;when she&amp;#160;headed out for a Broadway show Wednesday night in New York City.&amp;#160; The singer wore a
neutral	The Night Watchman's Journal.... Scholar Who Walks the Night... poor you sun, homin oppas do not like u.. they like night more
neutral	Enter the light to craft beer nirvana, with a @TheDuluthExp brewery tour! There is one every Friday. #BeerNirvana http://t.co/SmZ7cAe50a
positive	@y2stump Not definite. Just that Chris Evans and Downey open to the idea of 4th one.
positive	Just seen this picture from Saturday at Foo Fighters. Minions ALWAYS make me think of @doddsy1975 http://t.co/jMFPGjVzus
positive	Who went to the first Amy Schumer show on Saturday? Anyone who would be willing to talk to me about it? https://t.co/ChD4hDvYBf
neutral	@CNN headlines are that Murray lose to an UNKNOWN Anderson. The guy is ranked 14th in the world.
negative	@CollectorCorps Hi corps I ordered two boxes of Ant-man on July  23rd and I haven't received anything not even a email. I emailed you guys.
neutral	Is Paul McCartney really hidden inside a birthday cake in the 4th episode of the new season of the Netflix animated series BoJack Horseman?
negative	@GenMthinker @AbbsWinston @GLASNOSTORGUK it just points out the calls that israel is on palestinian land is garbage, judea was there 1st
positive	Super-happy for Kendrick today but the reality is he'll lose 90% of those nominations in February and then it's back to hating the Grammys.
negative	This is why the Red Sox are last place in the division. Poor defence in this 10th inning @BJsFans
positive	Best birthday present ever! Im going to see Ed Sheeran this Thursday  #EdSheeran #AmalieArena http://t.co/tfFvc4WsYp
neutral	@sunxwise mama come hang out with me on Jan 8 at the nasa for David Bowie purttyyyy pleaseeeeee
positive	Up before the sun today, ready for the week of festivities ahead in Prince George. #wedding #bestfriend
negative	Amy Schumer is on Sky Atlantic doing one of the worst stand up sets I have ever seen. And I've almost sat through 30 seconds of Millican.
positive	Anyone want to come to Kenny Chesney and Jason Aldean at MetLife on Saturday I have an extra ticket and by extra i mean a plus one wink wink
neutral	If you oppose gay marriage on religious grounds, find me anything in the Red Words that say same sex couples are not allowed to wed.
